person_id,night_index,age,chronotype_code,bedtime_hour,screen_minutes_before_bed,caffeine_mg,exercise_minutes,stress_level,ambient_noise_db,room_temp_c,resting_hr,steps,snooze_count,alarm_response_ms,sleep_consistency,sleep_debt_hours,sleep_duration,wakeup_consistency,wake_success
89,27,24,2,23.08,86,52,0,37.7,35.5,22.4,61,5290,2,16402,40.3,1.39,7.52,24.2,0
89,28,24,2,24.08,86,51,0,41.4,34.4,23.9,64,5224,2,17272,38.6,1.27,6.17,23.3,1
89,29,24,2,24.09,54,112,0,39.0,35.4,23.6,67,4443,2,16012,39.1,1.32,6.41,24.8,0
89,30,24,2,23.86,82,95,0,55.1,33.3,23.4,67,4398,2,16518,38.9,1.3,6.46,24.8,0
89,31,24,2,24.8,90,130,19,46.3,32.8,22.4,69,4344,2,16385,38.4,1.32,5.58,24.8,0
89,34,24,2,24.63,66,91,0,39.4,35.4,22.8,60,6046,2,17384,37.4,1.32,6.05,24.9,0
89,35,24,2,24.99,82,63,22,15.8,35.3,23.6,63,6567,2,17384,37.5,1.3,5.43,26.7,0
89,36,24,2,24.84,88,142,27,39.0,35.6,23.1,69,3667,2,18571,40.1,1.45,5.59,28.3,0
89,37,24,2,24.65,65,129,12,35.7,30.8,23.1,68,3468,2,19347,41.1,1.49,5.81,26.8,0
89,38,24,2,24.11,62,150,21,35.9,38.4,22.2,70,4758,2,17930,41.3,1.54,6.55,27.5,0
90,14,21,2,25.28,109,96,0,29.0,40.2,23.6,59,6346,1,9554,62.7,0.89,5.57,51.3,0
90,15,21,2,24.93,119,143,74,33.0,35.6,23.6,63,7604,1,10831,66.1,0.94,6.09,50.7,0
90,16,21,2,24.02,125,108,7,24.8,37.9,25.7,66,7333,1,11445,66.5,0.99,6.39,51.9,0
90,17,21,2,25.7,100,114,47,22.1,28.7,23.8,63,5138,1,12966,65.5,1.02,5.22,50.7,0
90,20,21,2,24.06,79,68,42,14.9,37.3,25.0,57,5248,1,14160,62.8,1.09,6.75,76.7,0
90,21,21,2,25.26,80,66,89,30.8,39.5,23.9,64,11168,1,13221,62.6,1.1,6.0,77.2,1
90,22,21,2,24.69,84,86,97,40.3,31.0,24.3,64,10398,1,12433,63.2,1.09,6.55,78.0,0
90,23,21,2,23.15,100,95,33,0.0,35.7,23.9,62,8446,1,11718,63.5,1.08,7.83,76.7,0
90,24,21,2,24.05,110,89,86,30.0,35.3,25.1,63,8934,1,10566,61.0,0.96,6.8,77.9,1
90,26,21,2,25.76,96,61,30,32.6,30.7,24.5,61,9449,1,10595,62.2,1.02,6.28,76.2,0
90,27,21,2,24.53,85,77,0,23.0,33.4,25.8,61,7459,1,10792,65.8,1.07,6.09,74.2,1
90,28,21,2,23.94,64,101,23,28.4,29.2,24.7,59,14662,1,10781,65.5,1.12,7.12,74.4,0
90,29,21,2,23.91,105,100,43,19.2,42.9,24.4,64,6879,1,10198,65.0,1.01,6.86,74.4,1
90,30,21,2,24.9,106,76,0,46.1,30.0,24.6,63,10809,1,9554,64.1,0.95,5.72,74.4,0
90,31,21,2,24.26,78,117,0,47.1,32.2,24.8,65,6816,1,8075,65.3,1.0,6.66,74.4,0
90,32,21,2,24.77,81,92,120,9.3,35.1,23.6,63,8878,1,8330,65.4,0.9,7.79,73.8,1
90,34,21,2,24.54,104,88,23,35.9,36.0,24.4,61,6984,1,8291,70.9,0.97,6.5,53.2,0
90,35,21,2,23.77,118,67,0,36.1,30.1,24.3,61,11080,1,8049,71.6,0.99,6.95,51.8,1
90,36,21,2,24.68,78,27,31,24.9,28.9,24.4,60,6460,1,8347,70.8,0.92,6.44,52.5,1
90,37,21,2,24.99,112,119,0,18.8,34.2,25.0,61,9803,1,8510,70.8,0.92,5.65,54.5,0
90,38,21,2,25.52,81,94,0,41.9,30.5,24.4,64,8241,1,10036,72.9,1.08,5.43,54.5,0
91,14,31,1,24.07,58,26,13,73.1,41.8,21.3,62,3354,1,7961,77.6,0.17,6.03,84.4,0
91,15,31,1,22.93,74,121,0,68.0,37.8,22.3,66,2334,1,9045,77.8,0.23,6.86,83.9,1
91,16,31,1,23.69,81,78,0,62.4,32.7,21.2,60,3347,1,8764,77.8,0.23,6.49,84.5,0
91,17,31,1,23.48,55,69,0,79.8,35.6,22.5,64,4383,1,9439,77.8,0.19,6.55,85.3,0
91,20,31,1,23.14,106,0,0,83.1,32.4,21.7,61,4448,1,8008,79.7,0.22,6.37,59.3,1
91,21,31,1,23.67,66,65,62,64.6,36.3,22.1,66,4455,1,8377,78.7,0.23,6.47,59.8,0
91,22,31,1,23.5,49,70,9,65.9,32.2,21.7,62,4584,1,8419,78.9,0.26,6.78,59.8,0
91,23,31,1,23.96,71,38,19,54.6,31.5,21.6,65,2583,1,8620,78.8,0.25,6.01,58.3,0
91,24,31,1,22.89,73,100,0,70.7,33.5,21.9,62,2358,1,8722,78.8,0.28,7.28,58.3,0
91,27,31,1,23.9,49,76,0,65.2,35.9,22.6,63,4610,1,7931,66.3,0.33,6.18,69.3,1
91,28,31,1,23.39,77,104,0,63.5,42.8,22.4,63,3931,2,7886,67.3,0.4,6.49,69.3,0
91,29,31,1,23.16,67,69,21,68.6,35.9,23.6,64,2804,1,6933,66.9,0.37,6.77,70.0,1
91,30,31,1,23.04,77,97,0,81.2,29.7,21.9,63,3882,1,7709,67.5,0.38,7.19,71.0,1
91,31,31,1,23.82,59,55,25,70.2,35.1,22.3,64,3385,1,6975,67.1,0.33,6.22,72.3,0
91,33,31,1,24.03,104,43,11,65.6,28.1,22.7,61,2431,1,7517,66.4,0.27,6.36,78.3,0
91,34,31,1,24.07,96,63,0,78.6,36.2,22.0,64,3694,1,7699,66.4,0.37,5.87,82.3,0
91,35,31,1,23.93,97,103,0,76.1,34.2,22.5,65,3386,1,8663,68.1,0.4,5.96,82.2,0
91,36,31,1,23.08,55,123,0,62.6,35.8,22.2,64,3046,1,8919,68.1,0.44,6.81,81.3,0
91,37,31,1,23.36,66,129,0,69.8,36.9,22.5,62,2103,1,9162,67.1,0.44,6.61,81.3,0
91,38,31,1,23.52,83,47,25,64.3,35.6,22.7,62,3761,1,8909,66.7,0.39,6.55,81.3,0
92,14,40,0,21.8,10,139,0,0.0,42.2,20.9,59,3864,1,6008,72.8,0.94,7.08,93.9,1
92,15,40,0,21.42,0,152,41,8.0,37.5,20.2,59,8373,1,6103,72.9,0.92,7.74,93.5,1
92,16,40,0,21.77,0,122,120,4.0,43.8,19.3,58,9661,1,6115,72.8,0.89,7.52,92.7,1
92,17,40,0,21.38,18,111,22,30.2,42.1,19.9,57,9181,1,6085,72.8,0.87,7.37,92.7,0
92,20,40,0,21.7,8,107,76,17.1,40.4,20.2,60,9461,1,6930,82.7,0.82,7.45,89.3,1
92,21,40,0,21.15,14,111,12,1.3,40.2,20.7,58,5349,1,6982,82.8,0.85,7.57,89.3,1
92,22,40,0,20.6,6,90,13,8.9,43.3,19.4,56,7265,1,6485,81.9,0.82,7.82,89.3,1
92,23,40,0,20.97,0,67,0,16.6,44.5,19.4,55,4626,1,6992,79.2,0.78,8.02,89.3,1
92,24,40,0,20.85,14,130,19,15.9,37.1,20.3,56,6440,1,7069,80.1,0.71,7.23,89.1,1
92,27,40,0,22.32,13,113,49,18.7,39.9,19.6,59,8231,0,7190,80.2,0.8,6.79,86.2,1
92,28,40,0,21.75,29,116,0,20.9,38.5,20.0,60,6610,0,6457,79.5,0.84,7.25,86.8,1
92,29,40,0,22.24,9,104,0,10.5,41.6,19.6,58,6634,0,6281,79.4,0.83,6.83,87.6,1
92,30,40,0,20.12,32,152,0,14.6,35.7,17.8,59,6961,0,6747,78.7,0.89,7.77,87.6,0
92,31,40,0,21.65,14,121,0,5.2,37.8,19.3,58,6820,0,6779,73.8,0.87,7.35,87.6,1
92,34,40,0,20.9,0,145,28,7.0,41.4,18.3,59,10317,0,5891,70.5,0.93,7.63,79.7,1
92,35,40,0,21.39,26,98,0,5.2,41.7,19.5,55,5960,0,6377,70.0,0.92,7.73,79.0,1
92,36,40,0,22.35,36,132,0,26.1,39.1,19.1,57,5693,1,6396,70.2,0.91,6.56,78.2,0
92,37,40,0,20.9,26,122,0,5.3,40.1,19.2,61,5829,1,5627,71.2,1.0,7.84,77.6,0
92,38,40,0,21.0,9,91,50,8.0,40.1,19.5,56,6709,1,5821,70.9,1.01,7.31,77.3,0
93,14,55,0,20.22,0,56,0,43.0,54.9,23.9,71,4309,1,6932,0.0,0.53,7.21,82.3,1
93,15,55,0,22.08,6,112,0,26.7,56.3,23.1,69,2641,1,5861,0.0,0.47,7.67,84.3,1
93,16,55,0,21.71,13,112,0,35.5,50.0,24.0,68,3944,1,5953,0.0,0.52,8.22,82.3,1
93,17,55,0,21.72,3,49,15,36.9,57.1,22.4,69,4062,1,5602,0.0,0.45,7.65,80.8,1
93,20,55,0,22.19,31,39,0,22.8,49.9,23.3,69,3913,1,6076,0.0,0.39,7.61,60.5,1
93,21,55,0,21.69,24,109,0,31.8,54.4,21.6,68,2380,0,6101,0.0,0.39,6.61,60.5,1
93,22,55,0,20.54,3,84,0,16.9,55.5,23.7,70,2947,0,6939,0.0,0.41,7.57,60.5,1
93,23,55,0,21.41,9,83,34,29.6,56.3,23.7,66,4238,1,6993,0.0,0.38,8.14,60.5,1
93,24,55,0,21.56,18,18,63,37.7,55.8,22.8,66,4404,1,6950,0.0,0.34,7.43,60.7,0
93,26,55,0,21.45,25,0,0,17.2,56.0,21.4,65,4167,1,6336,0.0,0.27,7.58,69.4,1
93,27,55,0,22.09,36,54,0,50.4,65.9,22.7,66,2448,1,6540,0.0,0.32,7.24,49.2,1
93,28,55,0,21.52,12,93,0,18.0,57.6,22.4,68,2748,1,6532,0.0,0.29,6.71,49.2,1
93,29,55,0,22.29,27,88,0,36.1,50.0,22.5,70,4627,1,6966,72.5,0.32,7.85,50.4,0
93,30,55,0,22.52,39,65,0,37.0,61.1,22.7,68,3988,1,7086,71.3,0.31,7.02,50.4,0
93,31,55,0,21.05,21,59,0,37.2,61.6,21.6,70,1625,1,7399,70.8,0.39,7.46,50.4,1
93,34,55,0,22.17,48,121,43,47.3,64.0,23.5,68,4307,1,8396,71.6,0.42,7.3,71.0,1
93,35,55,0,21.07,7,92,0,22.7,56.6,22.6,67,2732,1,8718,72.3,0.45,7.76,70.4,1
93,36,55,0,22.13,0,70,120,29.1,59.4,22.2,68,7295,1,7623,72.2,0.36,7.98,69.9,1
93,37,55,0,22.1,4,45,67,33.1,61.1,21.4,68,5350,1,7610,73.6,0.34,8.11,69.9,1
93,38,55,0,21.81,13,39,24,30.8,52.8,22.7,65,3828,0,7806,71.9,0.34,6.98,69.5,0
94,14,35,0,22.73,21,128,53,74.1,46.4,23.8,64,6114,0,7255,71.5,0.38,6.48,79.6,0
94,15,35,0,21.98,53,99,64,68.1,47.2,23.2,63,8386,1,7833,71.4,0.45,7.15,80.4,0
94,16,35,0,22.21,34,126,0,74.7,50.7,25.0,62,2945,1,7787,72.5,0.43,6.35,81.3,0
94,17,35,0,22.1,0,150,39,64.9,42.1,23.6,60,12704,1,7942,71.9,0.48,7.09,80.9,1
94,20,35,0,21.72,25,106,0,77.0,51.7,23.9,60,7923,1,7579,79.3,0.45,6.93,78.5,0
94,21,35,0,21.81,38,122,14,63.5,52.5,25.0,61,8597,1,7943,78.0,0.48,6.84,79.9,0
94,22,35,0,21.77,39,116,0,78.7,46.7,24.4,64,7630,1,8059,77.2,0.52,7.25,77.4,0
94,23,35,0,22.32,15,121,0,57.8,51.5,24.7,57,8666,1,8150,77.1,0.56,6.74,76.7,0
94,24,35,0,22.26,24,137,20,68.5,46.6,24.6,62,9911,1,8367,77.2,0.6,6.53,77.7,0
94,26,35,0,22.36,45,99,30,52.6,49.3,25.4,63,6255,1,9876,78.5,0.7,7.56,65.1,1
94,27,35,0,21.98,25,116,59,71.7,51.1,24.9,61,6296,1,9498,77.7,0.65,6.93,64.4,0
94,28,35,0,22.47,40,107,89,72.9,44.5,23.5,63,6930,2,8884,78.2,0.65,6.73,63.5,0
94,29,35,0,21.52,16,138,0,80.4,41.7,24.3,63,7392,1,8506,78.4,0.64,7.29,63.5,1
94,30,35,0,22.5,17,120,100,64.4,48.7,25.0,65,6441,1,8851,77.3,0.63,6.43,63.5,0
94,31,35,0,22.36,17,173,0,76.3,53.9,23.2,62,4862,1,8472,77.7,0.62,6.46,63.6,0
94,34,35,0,21.61,20,62,32,68.8,51.9,24.8,59,7418,1,7856,72.1,0.62,7.26,69.5,1
94,35,35,0,22.18,19,85,42,67.7,51.2,24.3,59,11483,1,8149,72.4,0.59,6.83,70.1,0
94,36,35,0,22.65,41,132,70,77.5,47.4,25.1,60,10577,1,8204,73.3,0.59,6.23,71.1,0
94,37,35,0,22.59,70,114,39,90.6,45.7,26.0,62,8269,1,8192,73.9,0.67,5.93,72.3,0
94,38,35,0,22.45,57,151,51,68.8,48.5,24.1,66,6393,1,9532,73.7,0.72,6.36,73.2,0
95,14,28,2,24.75,2,89,0,73.6,36.2,24.0,64,8541,2,18642,45.7,1.44,4.6,21.9,0
95,15,28,2,24.56,19,132,0,79.3,35.4,24.5,73,6543,2,18404,46.6,1.57,4.8,22.8,0
95,16,28,2,24.03,43,178,20,68.6,32.8,24.1,69,5826,2,19466,46.8,1.63,5.32,24.3,0
95,17,28,2,24.51,43,126,28,67.4,32.9,24.9,75,12022,2,19320,47.1,1.68,4.93,25.0,0
95,18,28,2,25.19,34,140,30,54.9,34.9,23.7,71,7007,2,19320,46.8,1.6,5.55,25.8,0
95,20,28,2,23.8,27,63,0,70.9,37.1,24.1,62,9348,2,18762,49.4,1.58,5.69,28.7,0
95,21,28,2,25.35,32,48,103,71.5,37.2,25.2,69,9262,2,19832,50.2,1.61,4.12,30.1,0
95,22,28,2,23.49,16,142,0,72.5,34.2,24.9,74,4679,2,19832,50.2,1.66,5.86,28.5,0
95,23,28,2,25.31,19,152,64,63.9,33.7,24.7,72,7371,3,20616,49.1,1.62,4.09,27.7,0
95,24,28,2,26.0,29,138,82,57.0,35.5,24.8,72,7271,3,20616,50.1,1.76,3.5,27.7,0
95,27,28,2,24.07,35,43,120,77.4,28.8,24.0,67,8229,3,20927,52.1,1.95,5.68,23.7,0
95,28,28,2,23.96,22,73,18,53.3,36.1,24.3,70,6129,3,21372,53.5,2.01,5.6,23.7,0
95,29,28,2,24.22,51,163,31,82.0,37.8,26.6,72,7220,3,21917,53.0,1.94,4.7,23.0,0
95,30,28,2,24.77,14,146,0,48.5,25.4,25.1,70,4267,3,21917,52.0,1.95,4.54,23.0,0
95,31,28,2,23.77,28,171,7,84.0,37.0,24.9,71,5939,3,22318,52.7,2.01,5.79,23.0,0
95,34,28,2,24.29,23,98,0,63.5,38.1,24.3,66,5184,3,21081,48.9,1.89,5.21,34.8,0
95,35,28,2,23.38,22,84,71,80.2,35.3,24.6,71,7028,3,21662,49.5,1.93,6.13,33.3,0
95,36,28,2,24.64,36,140,0,46.7,35.1,25.7,70,4262,2,21372,47.9,1.78,4.43,36.2,0
95,37,28,2,23.46,47,115,0,72.8,30.4,25.0,72,5150,2,21320,49.0,1.89,5.72,37.4,0
95,38,28,2,24.49,45,171,30,76.7,31.4,25.3,76,4514,2,21308,47.1,1.77,4.52,39.2,0
96,14,25,1,22.15,29,124,68,58.9,32.4,24.6,50,10436,2,11803,58.4,1.0,7.39,72.8,1
96,15,25,1,22.18,42,99,63,37.5,39.3,24.0,56,9942,2,12120,57.0,0.9,7.16,73.4,1
96,16,25,1,22.57,24,130,7,56.7,30.7,23.5,54,9047,2,11821,55.7,0.86,6.84,75.7,1
96,17,25,1,22.27,29,145,0,48.5,33.6,24.0,56,4408,2,11821,55.1,0.83,6.95,75.7,1
96,19,25,1,23.89,65,125,17,41.6,36.8,23.4,54,11022,1,11161,58.5,0.83,6.55,51.8,0
96,20,25,1,23.13,15,149,39,47.1,31.1,23.8,51,9896,2,11077,57.6,0.88,6.56,46.5,0
96,21,25,1,22.98,49,143,46,46.3,34.2,23.1,55,6442,2,12143,57.8,0.87,6.5,45.2,0
96,22,25,1,24.1,46,196,0,48.8,38.2,23.9,56,8858,2,11551,58.2,0.84,5.04,43.6,0
96,23,25,1,23.05,42,175,40,44.6,34.5,23.9,60,6860,2,12476,58.3,0.91,6.27,41.5,1
96,24,25,1,22.91,46,175,0,51.9,35.1,24.4,63,9466,1,12474,58.9,0.99,6.27,43.1,0
96,27,25,1,22.0,13,89,0,58.1,34.4,21.8,52,8398,1,12614,62.4,0.88,7.22,57.6,1
96,28,25,1,21.79,32,79,0,55.2,36.0,23.0,54,8517,2,12577,60.7,0.86,7.79,58.3,1
96,29,25,1,23.08,34,118,85,30.4,30.1,23.8,50,12765,1,11990,60.2,0.83,6.43,59.2,0
96,30,25,1,23.09,21,154,76,47.7,34.0,24.3,53,10536,1,12286,61.3,0.88,6.42,60.9,0
96,31,25,1,23.47,41,196,0,43.0,35.0,23.6,55,6117,2,10451,61.8,0.91,5.82,59.2,0
96,33,25,1,24.92,49,115,120,49.4,36.9,23.6,52,13787,2,11957,61.0,1.0,5.86,68.5,1
96,34,25,1,23.56,39,167,0,34.2,39.5,21.9,58,5593,2,12315,58.4,1.05,5.96,74.3,0
96,35,25,1,21.4,33,205,0,41.7,34.6,23.4,60,5828,2,11659,58.5,1.09,8.05,71.7,1
96,36,25,1,21.86,14,157,0,33.4,29.8,23.7,53,6988,2,10787,55.7,0.98,7.58,72.4,1
96,37,25,1,21.9,57,144,0,47.9,34.2,22.8,53,7019,2,9385,53.9,0.8,7.65,71.7,1
96,38,25,1,23.24,46,132,58,59.4,28.7,23.8,52,6454,2,9106,52.9,0.7,6.09,70.8,0
97,14,20,1,23.11,50,161,18,30.2,39.5,21.0,70,4142,1,10017,71.6,0.9,7.43,65.8,0
97,15,20,1,22.89,79,124,0,16.5,42.4,20.0,69,6750,0,9345,71.7,0.88,7.56,67.7,1
97,16,20,1,22.35,71,154,22,12.6,52.0,21.2,67,7993,1,8946,71.6,0.86,7.74,66.8,0
97,17,20,1,23.47,90,125,24,22.9,45.1,21.5,69,3789,0,9304,70.4,0.84,6.91,68.9,1
97,20,20,1,23.5,86,132,0,34.7,48.1,21.1,63,5591,0,8653,69.5,0.81,6.55,62.1,0
97,21,20,1,24.53,60,160,98,37.8,44.6,20.6,70,8427,0,8526,69.8,0.88,6.12,61.0,0
97,22,20,1,22.89,54,232,0,24.3,45.2,20.9,71,5452,1,8117,68.9,0.97,7.41,60.0,1
97,23,20,1,23.44,79,159,0,40.5,54.2,21.2,72,6551,1,7346,68.4,0.9,6.42,60.0,1
97,24,20,1,23.28,80,208,10,31.6,41.7,20.7,72,4113,1,7047,68.4,0.94,6.94,59.7,0
97,26,20,1,23.83,73,116,0,19.9,42.3,21.1,67,5129,1,7139,66.5,0.9,7.8,72.9,1
97,27,20,1,23.83,104,149,0,29.4,45.8,21.0,65,5070,1,7265,65.9,0.91,6.19,76.7,1
97,28,20,1,23.46,58,222,0,40.0,43.1,20.6,72,3760,1,7064,70.2,1.03,6.81,76.0,0
97,29,20,1,23.62,85,143,25,22.7,51.0,21.4,70,4106,1,7734,70.2,1.07,6.61,76.3,1
97,30,20,1,22.68,47,219,39,30.1,52.2,21.6,70,5981,1,8669,70.8,1.14,7.57,77.1,1
97,31,20,1,23.17,59,179,0,28.0,46.3,20.7,71,7372,1,8111,72.0,1.15,6.97,77.2,1
97,32,20,1,23.12,94,184,0,19.4,42.8,20.4,72,5643,1,8218,71.4,1.15,8.28,77.2,1
97,34,20,1,24.16,87,157,0,30.2,43.7,21.1,69,5118,1,7722,76.4,1.23,6.3,40.2,1
97,35,20,1,23.24,68,207,0,26.6,47.2,20.7,71,4985,1,8579,76.4,1.24,7.1,40.1,1
97,36,20,1,23.52,59,149,0,42.4,47.8,20.4,71,4324,1,10029,77.4,1.17,6.69,39.6,1
97,37,20,1,23.67,89,203,0,30.8,42.9,20.1,74,5973,1,10628,78.0,1.23,6.59,40.6,1
97,38,20,1,23.13,66,189,35,21.6,44.9,20.7,71,4900,1,11493,78.6,1.21,7.36,39.5,0
98,14,22,2,23.99,106,46,0,39.7,35.8,23.1,53,6496,2,14505,44.7,1.25,6.52,54.2,0
98,15,22,2,22.8,89,55,20,20.5,33.2,22.2,57,10778,2,13777,44.3,1.24,7.68,54.2,1
98,16,22,2,24.98,86,47,30,24.9,35.9,23.5,50,7690,2,13253,44.5,1.26,5.46,55.8,0
98,17,22,2,23.0,69,75,0,27.7,34.3,22.8,56,11406,2,14794,44.9,1.31,7.5,57.2,0
98,20,22,2,25.46,107,29,55,43.2,33.5,23.1,52,7118,2,14053,46.7,1.1,5.1,69.9,0
98,21,22,2,24.98,108,88,103,37.0,39.3,24.3,58,7892,2,14235,47.1,1.15,5.48,70.8,0
98,22,22,2,23.68,61,126,120,38.8,31.0,22.5,59,12388,2,13763,47.2,1.17,7.08,71.5,0
98,23,22,2,24.2,97,89,0,18.7,29.8,22.7,56,10890,2,13782,47.7,1.19,6.11,71.7,0
98,24,22,2,24.24,106,175,61,27.6,32.7,23.7,56,8554,2,13881,47.1,1.13,6.08,72.6,0
98,25,22,2,25.5,113,76,0,30.8,28.4,24.1,56,8037,2,12767,46.5,1.07,5.88,75.0,0
98,26,22,2,23.93,84,114,0,12.1,29.3,21.9,57,8744,2,14797,63.8,1.36,7.75,50.9,1
98,27,22,2,24.48,90,27,21,21.1,34.0,23.3,58,10541,2,15365,69.0,1.38,6.07,50.1,0
98,28,22,2,23.96,61,132,62,32.9,35.0,20.8,56,8642,2,15550,69.3,1.38,6.6,51.0,0
98,29,22,2,25.97,61,87,30,28.9,33.9,20.6,57,9636,2,15157,69.3,1.37,4.79,50.1,0
98,30,22,2,23.84,115,134,102,24.5,36.6,21.3,60,10035,2,16949,71.2,1.58,6.79,48.4,0
98,31,22,2,25.11,74,115,16,27.1,33.1,22.1,54,5692,3,17103,70.5,1.48,5.16,46.6,0
98,34,22,2,25.36,104,0,0,17.0,34.5,22.3,52,7657,3,17945,70.2,1.56,5.2,44.4,1
98,35,22,2,24.85,100,65,53,39.1,37.3,22.6,61,7728,3,18404,70.2,1.56,5.74,42.8,0
98,36,22,2,24.04,70,152,41,23.0,37.1,22.0,59,7555,3,18534,70.2,1.54,6.68,42.0,0
98,37,22,2,23.93,79,110,0,25.4,38.7,21.8,51,5525,3,18813,70.7,1.57,6.52,42.0,0
98,38,22,2,25.4,90,100,70,34.6,31.6,22.0,58,7475,3,19058,70.5,1.54,5.27,42.7,0
99,14,24,2,24.17,115,150,29,33.2,38.5,23.2,57,7582,3,20995,34.0,2.96,4.76,0.0,0
99,15,24,2,24.72,135,92,0,31.0,31.8,23.4,57,6521,3,21642,34.1,2.95,4.02,0.0,0
99,16,24,2,24.14,92,134,0,51.4,33.5,24.3,58,10224,4,21642,34.0,2.96,4.43,0.0,0
99,17,24,2,24.14,130,119,0,53.8,28.3,23.1,57,10223,4,21642,33.5,2.93,4.32,0.0,0
99,20,24,2,23.95,114,17,0,50.3,34.1,22.6,51,7236,4,21479,30.3,2.86,4.83,10.1,0
99,21,24,2,25.11,97,94,90,49.4,36.5,23.6,56,9491,4,20845,30.0,2.82,3.75,8.5,0
99,22,24,2,24.2,151,128,0,60.7,34.7,23.9,61,6240,4,20845,30.5,2.86,4.21,9.7,0
99,23,24,2,25.4,118,186,47,38.0,26.4,22.8,56,6403,4,21640,30.6,2.91,3.59,9.7,0
99,24,24,2,23.99,134,165,103,46.2,30.9,23.5,56,8638,4,21055,31.7,2.97,4.84,9.7,0
99,27,24,2,23.72,125,2,93,26.3,32.5,23.1,50,11096,4,20157,33.8,2.66,5.28,0.0,0
99,28,24,2,25.51,136,97,52,43.3,30.7,22.6,56,5583,3,19455,33.5,2.61,3.5,0.0,0
99,29,24,2,25.18,113,184,57,36.1,27.8,23.3,60,7277,3,20035,34.4,2.7,3.5,0.0,0
99,30,24,2,23.9,139,129,120,47.5,35.7,22.8,59,10788,3,20035,34.7,2.74,5.09,0.0,0
99,31,24,2,25.59,128,160,120,48.6,29.5,23.3,60,10275,3,20035,35.0,2.69,3.5,0.0,0
99,32,24,2,24.23,105,136,53,34.0,39.9,22.6,60,8193,3,19395,36.8,2.75,5.94,0.0,0
99,34,24,2,24.46,125,54,69,34.0,36.1,23.4,55,9602,4,21022,34.9,2.95,4.46,0.3,0
99,35,24,2,24.19,116,102,0,45.0,38.3,23.0,59,8286,3,22143,35.7,2.98,4.53,0.2,0
99,36,24,2,24.87,118,133,0,45.9,33.5,22.3,60,5320,3,22143,34.7,2.93,3.91,0.8,0
99,37,24,2,23.97,106,148,55,46.0,32.6,22.0,57,5841,3,22143,35.9,2.95,5.0,0.0,0
99,38,24,2,23.8,124,140,0,50.7,35.0,22.6,59,7303,3,22729,34.8,2.85,4.76,0.0,0
100,14,61,0,21.98,55,20,0,28.2,37.5,19.4,65,3394,0,4952,77.7,0.16,7.66,78.2,1
100,15,61,0,20.93,33,83,31,45.2,36.8,19.8,64,6041,0,5050,77.9,0.18,8.43,78.2,1
100,16,61,0,20.62,25,17,0,16.4,41.8,18.3,63,4333,0,4524,77.0,0.13,8.08,77.4,1
100,17,61,0,21.22,21,35,0,16.2,39.4,18.9,59,5593,0,4531,74.9,0.13,7.73,77.4,1
100,19,61,0,21.7,19,37,0,12.8,40.4,19.2,62,4530,0,4416,74.5,0.11,8.07,75.8,1
100,20,61,0,21.86,5,67,0,22.1,39.7,18.8,62,5772,1,4766,79.4,0.16,7.81,78.4,1
100,21,61,0,21.46,15,63,76,22.1,40.8,19.7,62,6567,1,4590,79.7,0.16,8.61,78.2,1
100,22,61,0,21.72,26,47,0,7.1,33.8,18.5,59,4297,1,4584,79.7,0.08,8.12,78.4,1
100,23,61,0,21.6,14,39,22,19.1,44.8,18.6,64,6635,0,4510,79.8,0.09,8.09,78.4,1
100,24,61,0,22.06,15,39,44,25.4,40.2,18.6,61,8065,0,4518,79.8,0.09,7.61,78.4,0
100,26,61,0,22.27,44,24,0,0.0,47.2,18.6,58,3128,0,4869,79.5,0.08,8.09,79.3,1
100,27,61,0,21.35,27,25,0,14.6,40.3,19.1,60,4949,0,5882,78.0,0.07,7.84,97.1,1
100,28,61,0,21.07,36,48,28,21.2,43.6,19.9,62,7417,0,5987,79.2,0.09,8.2,96.7,1
100,29,61,0,20.93,18,43,0,25.2,34.4,18.6,61,3539,0,6036,78.6,0.05,8.32,96.7,1
100,30,61,0,21.41,25,15,101,26.6,39.2,18.1,61,6876,0,5832,78.4,0.06,7.55,96.6,1
100,31,61,0,21.91,32,26,28,11.8,45.6,20.5,62,4586,0,6117,81.5,0.1,7.93,97.0,1
100,34,61,0,21.29,33,53,0,30.8,38.5,19.1,62,4858,0,5996,82.7,0.08,7.61,85.7,1
100,35,61,0,21.03,41,53,0,15.6,42.3,19.7,60,4661,0,6242,81.3,0.1,7.51,83.5,1
100,36,61,0,21.39,39,77,0,26.5,40.1,18.3,64,8683,0,7279,78.6,0.17,8.19,83.8,0
100,37,61,0,21.79,2,60,43,22.2,42.7,18.9,64,6019,0,7359,78.9,0.17,8.09,84.1,1
100,38,61,0,21.49,15,40,19,18.0,44.7,19.7,64,4530,0,7174,78.5,0.17,8.07,84.1,1
101,14,55,0,21.61,2,4,53,53.5,38.9,23.0,60,5745,0,5794,74.2,-0.43,8.48,73.7,1
101,15,55,0,21.41,7,15,0,41.0,37.5,22.6,59,5657,0,5373,74.2,-0.39,8.3,74.0,1
101,16,55,0,22.13,3,39,0,59.8,30.8,22.5,63,6146,0,5873,74.2,-0.43,8.02,74.0,0
101,17,55,0,21.77,31,17,27,52.0,35.1,22.3,58,4872,0,6013,74.0,-0.36,8.26,73.8,0
